file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
083742000.png,16.0,0.9267348,345,269,625,269,625,581,345,581
083742000.png,11.0,0.9133086,344,269,624,269,624,581,344,581
120905064.png,27.0,0.9642924,1254,232,1488,232,1488,472,1254,472
120905064.png,11.0,0.8734528,1024,687,1295,687,1295,974,1024,974
113325280.png,30.0,0.98094535,736,113,980,113,980,338,736,338
113325280.png,29.0,0.96950644,646,544,939,544,939,837,646,837
105848739.png,27.0,0.9701184,727,42,964,42,964,287,727,287
080343016.png,16.0,0.98472613,753,247,1039,247,1039,561,753,561
161630169.png,5.0,0.9478803,769,375,1043,375,1043,636,769,636
172731539.png,11.0,0.938529,484,575,793,575,793,987,484,987
172731539.png,27.0,0.9363121,512,682,785,682,785,985,512,985
172731539.png,11.0,0.8529912,718,105,1014,105,1014,460,718,460
172731539.png,30.0,0.8325028,1312,516,1593,516,1593,772,1312,772
093448738.png,13.0,0.879246,428,437,691,437,691,692,428,692
093448738.png,31.0,0.77147084,428,436,691,436,691,692,428,692
095608312.png,8.0,0.9733343,1191,353,1452,353,1452,594,1191,594
112948808.png,31.0,0.93943554,736,76,981,76,981,305,736,305
154547621.png,5.0,0.97609407,509,537,785,537,785,806,509,806
120913980.png,12.0,0.9716271,453,384,700,384,700,630,453,630
133212268.png,17.0,0.9747721,1175,142,1448,142,1448,429,1175,429
183433731.png,16.0,0.97446907,873,545,1194,545,1194,888,873,888
100017087.png,10.0,0.9494562,695,146,950,146,950,378,695,378
090925805.png,25.0,0.9813316,429,621,713,621,713,948,429,948
122706495.png,28.0,0.9193473,734,19,976,19,976,268,734,268
122706495.png,11.0,0.7695059,663,616,937,616,937,953,663,953
142009848.png,21.0,0.97197527,1180,142,1456,142,1456,447,1180,447
132054956.png,6.0,0.97161746,752,46,1010,46,1010,280,752,280
102921624.png,14.0,0.7982476,1095,124,1353,124,1353,354,1095,354
112645142.png,7.0,0.96255356,832,233,1090,233,1090,512,832,512
112645142.png,25.0,0.8444608,828,232,1090,232,1090,513,828,513
175909266.png,33.0,0.90966326,723,160,973,160,973,394,723,394
175909266.png,32.0,0.89604056,725,131,969,131,969,372,725,372
141429549.png,17.0,0.9632323,732,122,999,122,999,424,732,424
083338359.png,25.0,0.9810728,1094,138,1370,138,1370,422,1094,422
140021933.png,6.0,0.92196125,1101,82,1358,82,1358,308,1101,308
084557871.png,12.0,0.9772904,1149,195,1406,195,1406,429,1149,429
144516051.png,33.0,0.96477413,1248,354,1520,354,1520,632,1248,632
172459149.png,7.0,0.98030055,355,383,636,383,636,682,355,682
171127911.png,7.0,0.7858917,797,337,1058,337,1058,621,797,621
085749102.png,13.0,0.9266739,1107,93,1356,93,1356,324,1107,324
155708203.png,10.0,0.95556706,1167,136,1428,136,1428,363,1167,363
094949454.png,32.0,0.9552784,700,140,956,140,956,408,700,408
123753616.png,22.0,0.97536373,795,234,1018,234,1018,478,795,478
081110250.png,33.0,0.9743653,724,150,971,150,971,403,724,403
120003990.png,6.0,0.91108507,1243,327,1521,327,1521,576,1243,576
120003990.png,19.0,0.7839896,1242,327,1520,327,1520,576,1242,576
120003990.png,13.0,0.7763969,1034,680,1339,680,1339,938,1034,938
143058845.png,9.0,0.93387544,783,155,1031,155,1031,379,783,379
083907736.png,21.0,0.97797024,946,626,1258,626,1258,978,946,978
142038953.png,31.0,0.96983534,730,64,971,64,971,306,730,306
132630763.png,6.0,0.80819124,739,495,1027,495,1027,744,739,744
112907353.png,1.0,0.97104293,1114,139,1374,139,1374,366,1114,366
124829521.png,29.0,0.97824097,1176,144,1423,144,1423,390,1176,390
134953154.png,6.0,0.9337684,1142,110,1411,110,1411,354,1142,354
134953154.png,31.0,0.7221487,1141,111,1411,111,1411,353,1141,353
114110541.png,33.0,0.9721957,1335,527,1621,527,1621,815,1335,815
174539993.png,3.0,0.8829821,642,0,877,0,877,249,642,249
174539993.png,0.0,0.81186616,447,540,734,540,734,851,447,851
125005211.png,1.0,0.97990525,1230,366,1511,366,1511,623,1230,623
175644895.png,5.0,0.96958524,298,319,557,319,557,572,298,572
175644895.png,1.0,0.9371378,404,561,676,561,676,828,404,828
175644895.png,13.0,0.8048086,404,562,676,562,676,828,404,828
123217426.png,33.0,0.9694937,1246,326,1516,326,1516,608,1246,608
123217426.png,5.0,0.8850001,883,545,1168,545,1168,815,883,815
123217426.png,27.0,0.7472157,692,10,876,10,876,209,692,209
135307574.png,14.0,0.86517495,1367,518,1658,518,1658,775,1367,775
113519660.png,13.0,0.97718036,493,589,763,589,763,851,493,851
145953009.png,17.0,0.9653995,737,70,986,70,986,306,737,306
143912370.png,17.0,0.97954696,1251,305,1560,305,1560,636,1251,636
100245383.png,13.0,0.9646908,1090,104,1338,104,1338,334,1090,334
111135484.png,1.0,0.97027,768,138,1022,138,1022,366,768,366
125333163.png,7.0,0.9684543,755,118,1022,118,1022,406,755,406
140050932.png,33.0,0.9298674,1294,324,1565,324,1565,600,1294,600
115722722.png,0.0,0.9388123,487,464,753,464,753,722,487,722
124149248.png,9.0,0.96879375,1081,80,1329,80,1329,303,1081,303
123641340.png,7.0,0.9407108,898,367,1178,367,1178,673,898,673
123641340.png,27.0,0.87705606,1064,0,1301,0,1301,181,1064,181
123958614.png,31.0,0.9402941,925,538,1214,538,1214,806,925,806
123958614.png,6.0,0.87618935,925,536,1214,536,1214,805,925,805
134058776.png,5.0,0.9534435,1077,42,1336,42,1336,277,1077,277
164034400.png,0.0,0.9516055,711,77,960,77,960,307,711,307
081728191.png,16.0,0.9419104,1115,437,1440,437,1440,768,1115,768
081728191.png,11.0,0.70214546,1114,438,1440,438,1440,768,1114,768
093705730.png,29.0,0.97879833,690,81,922,81,922,324,690,324
125650528.png,0.0,0.91299826,1149,123,1406,123,1406,356,1149,356
143903360.png,27.0,0.977961,1129,70,1374,70,1374,332,1129,332
143903360.png,27.0,0.90717155,828,411,1094,411,1094,704,828,704
102407734.png,3.0,0.85081977,1109,56,1360,56,1360,307,1109,307
095105678.png,5.0,0.96223205,471,626,757,626,757,909,471,909
112940487.png,15.0,0.9747112,710,130,962,130,962,353,710,353
131847378.png,15.0,0.902481,1453,696,1756,696,1756,971,1453,971
131847378.png,14.0,0.83366007,1452,696,1756,696,1756,971,1452,971
183911746.png,27.0,0.97938937,751,281,1003,281,1003,562,751,562
183911746.png,17.0,0.7605743,513,803,829,803,829,1080,513,1080
183911746.png,26.0,0.7161769,888,589,1191,589,1191,879,888,879
144015134.png,21.0,0.9690985,1173,135,1451,135,1451,440,1173,440
123209165.png,9.0,0.9291358,1097,66,1344,66,1344,287,1097,287
110510612.png,33.0,0.97450167,1195,172,1452,172,1452,430,1195,430
112616045.png,14.0,0.94128776,1248,376,1526,376,1526,630,1248,630
112616045.png,27.0,0.8408485,808,374,1121,374,1121,693,808,693
182032210.png,5.0,0.9655149,1161,249,1433,249,1433,491,1161,491
182032210.png,31.0,0.8984581,453,813,746,813,746,1080,453,1080
182032210.png,1.0,0.72031885,454,812,746,812,746,1080,454,1080
160435838.png,15.0,0.96485347,716,69,965,69,965,293,716,293
143233623.png,17.0,0.97159374,777,111,1038,111,1038,398,777,398
170542625.png,7.0,0.73550236,377,403,665,403,665,714,377,714
080957564.png,18.0,0.97073036,1319,555,1618,555,1618,831,1319,831
133830972.png,27.0,0.97667897,857,301,1112,301,1112,580,857,580
133830972.png,6.0,0.9262441,1444,615,1749,615,1749,888,1444,888
112615698.png,25.0,0.9700925,1164,181,1435,181,1435,471,1164,471
083417263.png,10.0,0.9645719,488,761,777,761,777,1042,488,1042
093255826.png,13.0,0.9364222,834,478,1104,478,1104,736,834,736
150736801.png,5.0,0.9755224,426,369,691,369,691,630,426,630
090321913.png,16.0,0.9712622,1126,191,1417,191,1417,500,1126,500
090321913.png,11.0,0.8426,1125,191,1417,191,1417,502,1125,502
155011726.png,20.0,0.95995885,1378,702,1692,702,1692,989,1378,989
085238944.png,23.0,0.979882,730,146,952,146,952,375,730,375
120914260.png,6.0,0.9704845,925,565,1212,565,1212,836,925,836
125052667.png,7.0,0.9546481,778,95,1025,95,1025,359,778,359
174924619.png,27.0,0.81557643,978,0,1264,0,1264,171,978,171
162037220.png,20.0,0.9587197,1395,622,1697,622,1697,901,1395,901
085829425.png,23.0,0.9727262,822,406,1056,406,1056,648,822,648
154318099.png,13.0,0.97184235,984,678,1271,678,1271,952,984,952
164816076.png,27.0,0.9642646,881,489,1151,489,1151,776,881,776
164816076.png,31.0,0.93091124,800,133,1046,133,1046,368,800,368
093241473.png,32.0,0.8234238,1035,86,1281,86,1281,340,1035,340
145611668.png,27.0,0.97890526,774,115,1017,115,1017,374,774,374
145611668.png,32.0,0.82135636,1072,0,1321,0,1321,148,1072,148
080119232.png,23.0,0.9749879,788,372,1020,372,1020,620,788,620
154326453.png,10.0,0.8378306,796,271,1060,271,1060,513,796,513
154326453.png,1.0,0.7352882,797,270,1061,270,1061,513,797,513
151530783.png,31.0,0.9695905,354,235,601,235,601,475,354,475
163958107.png,1.0,0.7896956,401,290,641,290,641,524,401,524
092350691.png,16.0,0.9647292,1011,146,1310,146,1310,445,1011,445
092350691.png,17.0,0.8586545,1011,146,1310,146,1310,446,1011,446
135704824.png,6.0,0.9265751,1408,607,1712,607,1712,876,1408,876
114219822.png,17.0,0.9523875,1105,63,1364,63,1364,334,1105,334
105011502.png,11.0,0.9755164,427,275,705,275,705,620,427,620
162145259.png,15.0,0.9478789,737,84,988,84,988,307,737,307
162145259.png,27.0,0.8717829,1107,0,1328,0,1328,245,1107,245
162145259.png,29.0,0.76484877,342,26,582,26,582,254,342,254
161655282.png,28.0,0.9682528,439,433,705,433,705,722,439,722
161655282.png,11.0,0.9655448,1304,466,1619,466,1619,795,1304,795
114336112.png,31.0,0.9697166,1113,155,1374,155,1374,402,1113,402
114336112.png,17.0,0.90362954,368,63,596,63,596,312,368,312
105457320.png,1.0,0.9752856,1129,185,1393,185,1393,423,1129,423
112541425.png,31.0,0.91455865,1212,358,1493,358,1493,615,1212,615
143455488.png,6.0,0.9345998,1168,149,1440,149,1440,397,1168,397
100147116.png,8.0,0.9744323,866,416,1132,416,1132,662,866,662
141406638.png,17.0,0.9830707,762,90,1040,90,1040,395,762,395
095713691.png,14.0,0.9423744,483,669,763,669,763,940,483,940
154730787.png,7.0,0.9686451,1185,241,1420,241,1420,484,1185,484
091353331.png,7.0,0.9773702,863,594,1165,594,1165,926,863,926
091353331.png,17.0,0.9223282,1451,781,1781,781,1781,1080,1451,1080
121005835.png,17.0,0.9730435,1151,174,1419,174,1419,464,1151,464
095250579.png,13.0,0.97719246,703,46,943,46,943,269,703,269
100102283.png,11.0,0.97546786,450,343,735,343,735,701,450,701
144820108.png,25.0,0.9571252,1341,478,1640,478,1640,796,1341,796
102802608.png,6.0,0.98045886,444,429,714,429,714,692,444,692
164704405.png,27.0,0.84081525,347,382,604,382,604,671,347,671
113824007.png,30.0,0.8815115,650,0,878,0,878,79,650,79
125348364.png,4.0,0.908677,800,195,1046,195,1046,461,800,461
122049566.png,19.0,0.8677169,1160,125,1420,125,1420,356,1160,356
091000472.png,24.0,0.9779183,1257,339,1506,339,1506,622,1257,622
112042960.png,8.0,0.9674718,1354,552,1639,552,1639,812,1354,812
115859289.png,6.0,0.965706,412,236,671,236,671,483,412,483
125542031.png,4.0,0.96308357,846,168,1091,168,1091,434,846,434
144043795.png,21.0,0.9779784,1064,197,1331,197,1331,509,1064,509
135712026.png,23.0,0.9244764,1209,312,1446,312,1446,554,1209,554
104459946.png,17.0,0.9743216,922,644,1226,644,1226,996,922,996
144046863.png,31.0,0.7818444,1251,415,1537,415,1537,676,1251,676
072519498.png,23.0,0.9799114,444,531,685,531,685,793,444,793
142335920.png,24.0,0.88939327,677,0,907,0,907,146,677,146
131251565.png,3.0,0.9336979,1145,64,1393,64,1393,316,1145,316
143804366.png,13.0,0.97274244,1181,214,1446,214,1446,454,1181,454
100459560.png,14.0,0.9443294,1290,474,1575,474,1575,727,1290,727
140518829.png,17.0,0.8884392,727,28,980,28,980,292,727,292
101117321.png,27.0,0.938177,1240,433,1485,433,1485,681,1240,681
084732211.png,12.0,0.97743,747,138,990,138,990,362,747,362
165655615.png,15.0,0.9794279,803,305,1066,305,1066,547,803,547
073242600.png,31.0,0.97419894,1155,196,1417,196,1417,449,1155,449
091833137.png,1.0,0.9557478,684,104,935,104,935,335,684,335
144755895.png,6.0,0.76626635,1110,95,1383,95,1383,336,1110,336
144755895.png,7.0,0.72255516,1110,95,1383,95,1383,336,1110,336
112939317.png,8.0,0.97524685,520,739,800,739,800,1007,520,1007
173819462.png,27.0,0.97950786,413,423,667,423,667,715,413,715
155801132.png,13.0,0.9714228,1122,194,1381,194,1381,434,1122,434
154636356.png,13.0,0.9789894,1324,654,1623,654,1623,927,1324,927
133220097.png,31.0,0.97682494,1188,119,1447,119,1447,366,1188,366
093957497.png,3.0,0.8617692,1092,72,1341,72,1341,320,1092,320
093957497.png,32.0,0.84424716,1093,72,1341,72,1341,320,1093,320
112503179.png,28.0,0.8357191,755,114,1004,114,1004,383,755,383
112503179.png,25.0,0.8035458,755,114,1004,114,1004,383,755,383
102652545.png,21.0,0.92480576,1279,437,1581,437,1581,773,1279,773
092148922.png,30.0,0.96437764,1028,65,1275,65,1275,291,1028,291
104456025.png,11.0,0.9775442,1272,285,1574,285,1574,634,1272,634
162149294.png,15.0,0.96197295,686,19,932,19,932,235,686,235
122702786.png,27.0,0.9430165,779,104,995,104,995,333,779,333
122702786.png,11.0,0.7203646,1190,167,1448,167,1448,466,1190,466
161824697.png,5.0,0.9345827,1006,0,1261,0,1261,209,1006,209
093534003.png,32.0,0.9246662,873,163,1116,163,1116,423,873,423
093534003.png,15.0,0.7895177,1437,761,1757,761,1757,1054,1437,1054
093534003.png,7.0,0.77711684,874,163,1116,163,1116,423,874,423
111225102.png,29.0,0.97838974,716,139,955,139,955,388,716,388
111225102.png,31.0,0.9679232,1343,687,1656,687,1656,985,1343,985
084536952.png,8.0,0.90907454,412,384,629,384,629,631,412,631
093402479.png,5.0,0.97979385,422,387,687,387,687,647,422,647
093402479.png,27.0,0.92987984,1099,10,1290,10,1290,229,1099,229
160502053.png,17.0,0.948446,1108,91,1377,91,1377,379,1108,379
164009444.png,7.0,0.9683685,463,102,725,102,725,374,463,374
141432407.png,4.0,0.8208596,788,154,1013,154,1013,387,788,387
170248803.png,5.0,0.9118386,516,745,810,745,810,1032,516,1032
170248803.png,17.0,0.7409119,767,63,1007,63,1007,310,767,310
155404195.png,13.0,0.97225314,1176,163,1436,163,1436,399,1176,399
155404195.png,22.0,0.92646,850,423,1090,423,1090,675,850,675
155404195.png,33.0,0.78827786,849,423,1090,423,1090,675,849,675
082101156.png,24.0,0.9781073,1259,426,1513,426,1513,722,1259,722
122658529.png,18.0,0.7806819,1158,167,1413,167,1413,399,1158,399
115648349.png,6.0,0.96830094,781,82,1038,82,1038,315,781,315
115648349.png,6.0,0.9012566,304,10,548,10,548,244,304,244
124758022.png,23.0,0.97745353,358,266,582,266,582,503,358,503
075631960.png,18.0,0.9774563,428,681,709,681,709,960,428,960
082907737.png,29.0,0.9482279,1076,69,1318,69,1318,326,1076,326
082907737.png,32.0,0.7907628,1076,70,1319,70,1319,328,1076,328
152621748.png,12.0,0.89871705,1117,77,1368,77,1368,302,1117,302
152621748.png,1.0,0.72636724,1118,77,1368,77,1368,301,1118,301
140149359.png,21.0,0.95608306,470,93,717,93,717,388,470,388
140149359.png,22.0,0.9331095,878,438,1138,438,1138,721,878,721
173448482.png,15.0,0.95881104,1139,214,1407,214,1407,452,1139,452
131513726.png,31.0,0.7151371,1034,0,1275,0,1275,212,1034,212
092641213.png,21.0,0.97743076,1363,660,1688,660,1688,1022,1363,1022
150207276.png,3.0,0.9680902,1135,93,1390,93,1390,345,1135,345
161007744.png,31.0,0.954789,1113,75,1364,75,1364,314,1113,314
115048055.png,1.0,0.9344265,1106,80,1363,80,1363,312,1106,312
115048055.png,15.0,0.92951244,451,464,695,464,695,725,451,725
110718312.png,22.0,0.9706289,441,236,660,236,660,476,441,476
140855093.png,29.0,0.97391564,969,0,1204,0,1204,230,969,230
173257053.png,29.0,0.9784308,1321,538,1597,538,1597,817,1321,817
173257053.png,6.0,0.961593,1484,805,1821,805,1821,1080,1484,1080
173257053.png,7.0,0.76271224,818,356,1101,356,1101,652,818,652
144222765.png,5.0,0.97214115,1227,329,1511,329,1511,583,1227,583
150917377.png,6.0,0.9244089,1139,125,1394,125,1394,353,1139,353
150917377.png,12.0,0.7801693,1139,125,1392,125,1392,353,1139,353
171724526.png,15.0,0.9328326,1276,504,1566,504,1566,765,1276,765
171724526.png,5.0,0.8899647,718,87,971,87,971,313,718,313
115450442.png,5.0,0.979722,1029,641,1327,641,1327,925,1029,925
135807293.png,6.0,0.9775714,898,473,1180,473,1180,734,898,734
141826803.png,17.0,0.97296417,755,78,1032,78,1032,388,755,388
162436858.png,27.0,0.96710134,451,351,710,351,710,642,451,642
162436858.png,17.0,0.91548425,1114,0,1353,0,1353,261,1114,261
162436858.png,11.0,0.86409396,1114,0,1346,0,1346,260,1114,260
155050371.png,6.0,0.950541,887,514,1170,514,1170,780,887,780
091502020.png,1.0,0.888594,729,136,968,136,968,359,729,359
143927456.png,1.0,0.9599427,739,75,989,75,989,300,739,300
143927456.png,11.0,0.94174016,1418,607,1715,607,1715,949,1418,949
120526637.png,5.0,0.8712528,964,721,1255,721,1255,995,964,995
102556436.png,15.0,0.9366938,1178,242,1449,242,1449,486,1178,486
102556436.png,20.0,0.9331805,1178,241,1450,241,1450,485,1178,485
125510237.png,5.0,0.91821796,456,190,697,190,697,432,456,432
094148462.png,30.0,0.97361135,1056,65,1304,65,1304,291,1056,291
140417691.png,7.0,0.9424828,767,133,1031,133,1031,376,767,376
140417691.png,29.0,0.8762743,546,669,801,669,801,961,546,961
110415894.png,23.0,0.97839636,840,163,1062,163,1062,394,840,394
174310300.png,0.0,0.95842224,350,352,610,352,610,605,350,605
122434858.png,0.0,0.96070457,1219,300,1493,300,1493,546,1219,546
170859394.png,15.0,0.9788632,435,546,710,546,710,809,435,809
162109954.png,31.0,0.9580247,1231,347,1507,347,1507,595,1231,595
093404348.png,31.0,0.8694079,1135,140,1391,140,1391,386,1135,386
104733063.png,17.0,0.97814375,530,696,845,696,845,1068,530,1068
151511326.png,4.0,0.967195,360,139,600,139,600,401,360,401
151511326.png,32.0,0.91419566,621,0,882,0,882,81,621,81
154308483.png,21.0,0.9762681,629,229,891,229,891,543,629,543
154308483.png,11.0,0.97204494,1088,0,1319,0,1319,164,1088,164
114420070.png,6.0,0.7047079,745,67,986,67,986,281,745,281
154228943.png,10.0,0.92787266,654,228,936,228,936,463,654,463
090141079.png,25.0,0.98007065,1082,184,1353,184,1353,478,1082,478
073315935.png,33.0,0.97625285,859,522,1135,522,1135,808,859,808
141532133.png,13.0,0.8804143,462,441,710,441,710,687,462,687
120659950.png,7.0,0.9707327,751,133,1015,133,1015,422,751,422
132032009.png,0.0,0.9761554,1230,306,1507,306,1507,558,1230,558
110617176.png,14.0,0.9494865,1284,367,1565,367,1565,618,1284,618
093744525.png,24.0,0.97576445,793,291,1032,291,1032,575,793,575
141528998.png,0.0,0.92215824,467,482,713,482,713,732,467,732
135059685.png,31.0,0.96101713,764,63,1013,63,1013,296,764,296
143553390.png,7.0,0.9704596,481,480,769,480,769,796,481,796
125236033.png,14.0,0.9624184,1284,377,1562,377,1562,630,1284,630
125236033.png,6.0,0.77529377,1285,377,1562,377,1562,630,1285,630
140723889.png,13.0,0.771162,1104,97,1350,97,1350,322,1104,322
142634878.png,7.0,0.92723614,778,128,1036,128,1036,414,778,414
125908673.png,32.0,0.955987,1338,593,1645,593,1645,901,1338,901
162235532.png,27.0,0.9513655,1104,17,1342,17,1342,263,1104,263
082550184.png,0.0,0.7202082,993,569,1255,569,1255,833,993,833
132859393.png,17.0,0.97856337,1139,101,1424,101,1424,407,1139,407
102123882.png,28.0,0.9717972,724,118,977,118,977,375,724,375
092636048.png,16.0,0.9672608,871,465,1174,465,1174,806,871,806
093839677.png,18.0,0.94261223,1108,131,1367,131,1367,362,1108,362
085458429.png,3.0,0.93289804,1109,183,1364,183,1364,443,1109,443
085458429.png,27.0,0.7657429,1106,184,1366,184,1366,467,1106,467
131032121.png,5.0,0.9539576,1103,49,1364,49,1364,286,1103,286
142051744.png,24.0,0.972021,545,555,775,555,775,867,545,867
142051744.png,15.0,0.9216865,1088,6,1340,6,1340,227,1088,227
093939566.png,13.0,0.964136,1089,75,1338,75,1338,298,1089,298
095855609.png,18.0,0.94269687,1191,298,1460,298,1460,539,1191,539
141107386.png,6.0,0.95277387,477,490,753,490,753,760,477,760
141107386.png,5.0,0.94938445,476,491,753,491,753,760,476,760
101749564.png,13.0,0.9779714,1348,618,1641,618,1641,883,1348,883
124735715.png,3.0,0.9696447,693,36,935,36,935,293,693,293
124735715.png,6.0,0.9600998,1296,458,1589,458,1589,727,1296,727
123633441.png,11.0,0.97938627,1267,319,1569,319,1569,668,1267,668
163002998.png,20.0,0.96988183,405,391,661,391,661,650,405,650
103110503.png,23.0,0.9409094,1138,155,1367,155,1367,389,1138,389
143753729.png,5.0,0.95802253,688,40,939,40,939,275,688,275
165953787.png,31.0,0.70328444,1053,33,1314,33,1314,264,1053,264
152055260.png,17.0,0.97885907,733,108,989,108,989,389,733,389
090751365.png,1.0,0.9776404,874,660,1162,660,1162,926,874,926
102015604.png,28.0,0.9744572,749,82,998,82,998,341,749,341
122955459.png,11.0,0.9045085,1402,596,1738,596,1738,948,1402,948
122955459.png,16.0,0.8208431,1402,595,1738,595,1738,948,1402,948
152616766.png,7.0,0.95681757,1065,0,1332,0,1332,252,1065,252
112547253.png,30.0,0.978504,1366,666,1659,666,1659,936,1366,936
112547253.png,15.0,0.9550649,726,128,980,128,980,363,726,363
112547253.png,31.0,0.876025,1183,159,1451,159,1451,410,1183,410
112107625.png,23.0,0.9777696,1360,721,1631,721,1631,998,1360,998
161006422.png,31.0,0.9619093,426,392,677,392,677,655,426,655
145556571.png,15.0,0.9729106,1109,92,1369,92,1369,317,1109,317
161026756.png,32.0,0.77985847,410,141,651,141,651,397,410,397
101207705.png,11.0,0.9216777,1161,162,1448,162,1448,469,1161,469
094938948.png,3.0,0.93051857,1069,40,1313,40,1313,282,1069,282
165425147.png,5.0,0.9469939,1382,654,1678,654,1678,921,1382,921
172020430.png,29.0,0.8857361,723,50,955,50,955,287,723,287
155737304.png,31.0,0.9743224,1131,19,1379,19,1379,255,1131,255
124127416.png,32.0,0.92733485,978,599,1253,599,1253,902,978,902
124127416.png,15.0,0.9271152,1404,592,1703,592,1703,867,1404,867
124127416.png,29.0,0.88802844,979,598,1251,598,1251,900,979,900
173904351.png,17.0,0.89097434,807,294,1066,294,1066,555,807,555
173904351.png,31.0,0.87951756,364,263,610,263,610,499,364,499
132705001.png,26.0,0.9588722,365,0,590,0,590,228,365,228
132705001.png,32.0,0.9396485,1137,47,1393,47,1393,300,1137,300
162618515.png,27.0,0.9657857,382,125,619,125,619,393,382,393
162618515.png,11.0,0.9491997,975,700,1291,700,1291,1046,975,1046
125701937.png,24.0,0.9607453,1105,29,1332,29,1332,289,1105,289
125701937.png,22.0,0.9192082,781,91,1002,91,1002,341,781,341
065714256.png,16.0,0.98476124,801,291,1092,291,1092,607,801,607
065425441.png,32.0,0.9392009,1081,41,1331,41,1331,289,1081,289
134608615.png,17.0,0.96044135,764,50,1003,50,1003,298,764,298
101720427.png,27.0,0.9775802,744,110,988,110,988,371,744,371
165828862.png,13.0,0.9694009,449,502,712,502,712,761,449,761
165828862.png,5.0,0.96736366,1280,465,1565,465,1565,719,1280,719
165828862.png,11.0,0.7555817,920,632,1263,632,1263,1033,920,1033
165828862.png,15.0,0.70366484,708,135,1032,135,1032,443,708,443
084823424.png,19.0,0.9598005,1063,79,1319,79,1319,309,1063,309
140813854.png,31.0,0.93242574,1123,156,1377,156,1377,386,1123,386
105913104.png,6.0,0.9704176,1104,125,1358,125,1358,345,1104,345
112409165.png,14.0,0.7269276,1173,221,1435,221,1435,458,1173,458
091351967.png,1.0,0.94780976,714,149,966,149,966,376,714,376
091351967.png,7.0,0.7089642,713,152,967,152,967,388,713,388
105218503.png,32.0,0.9808873,1405,570,1705,570,1705,876,1405,876
083401399.png,16.0,0.98070097,1107,176,1396,176,1396,477,1107,477
150806146.png,13.0,0.89406264,446,334,690,334,690,581,446,581
150806146.png,14.0,0.70351964,447,335,690,335,690,580,447,580
071623410.png,21.0,0.97343636,448,644,750,644,750,999,448,999
095458342.png,2.0,0.87243235,1270,558,1522,558,1522,823,1270,823
125404902.png,17.0,0.98169714,1140,34,1420,34,1420,338,1140,338
081601576.png,8.0,0.9743775,875,632,1150,632,1150,895,875,895
093327286.png,4.0,0.9241932,1131,114,1384,114,1384,379,1131,379
112657355.png,15.0,0.93594223,816,267,1078,267,1078,520,816,520
114023841.png,17.0,0.9761238,1205,203,1480,203,1480,499,1205,499
065131036.png,3.0,0.95333236,1110,54,1359,54,1359,309,1110,309
102312004.png,13.0,0.97518665,1225,294,1493,294,1493,535,1225,535
085741120.png,11.0,0.9631689,487,564,788,564,788,927,487,927
142412275.png,32.0,0.9682621,459,419,714,419,714,710,459,710
091927022.png,0.0,0.7728762,1214,353,1456,353,1456,598,1214,598
151339423.png,0.0,0.8937323,1120,102,1381,102,1381,336,1120,336
151339423.png,1.0,0.71390146,1123,101,1377,101,1377,310,1123,310
114128792.png,17.0,0.941976,1171,202,1446,202,1446,496,1171,496
143319820.png,4.0,0.94545746,905,441,1167,441,1167,719,905,719
123152478.png,27.0,0.9405323,768,130,987,130,987,365,768,365
123152478.png,22.0,0.7973583,768,130,986,130,986,366,768,366
122426980.png,3.0,0.97378856,1135,50,1385,50,1385,300,1135,300
100445594.png,31.0,0.8566872,1326,519,1606,519,1606,766,1326,766
152438571.png,13.0,0.9466821,462,435,720,435,720,688,462,688
152438571.png,31.0,0.7614874,1410,684,1725,684,1725,963,1410,963
152438571.png,6.0,0.74383366,1410,683,1727,683,1727,963,1410,963
064442001.png,16.0,0.9849434,1137,182,1430,182,1430,495,1137,495
125614169.png,5.0,0.965163,1069,46,1329,46,1329,274,1069,274
111346548.png,7.0,0.980101,1171,192,1458,192,1458,479,1171,479
093144227.png,24.0,0.97824943,434,488,682,488,682,786,434,786
174644756.png,15.0,0.9710735,1290,546,1586,546,1586,809,1290,809
174644756.png,7.0,0.94196427,313,95,562,95,562,362,313,362
174644756.png,17.0,0.9359047,1124,163,1391,163,1391,450,1124,450
174644756.png,17.0,0.7924163,312,95,562,95,562,364,312,364
172330650.png,31.0,0.92556834,876,511,1160,511,1160,785,876,785
172330650.png,3.0,0.86978894,296,46,533,46,533,288,296,288
172330650.png,3.0,0.86626923,415,46,533,46,533,287,415,287
172330650.png,27.0,0.77270204,981,0,1213,0,1213,72,981,72
172330650.png,5.0,0.712701,1105,83,1361,83,1361,317,1105,317
165553852.png,20.0,0.9699571,411,421,670,421,670,677,411,677
091901046.png,22.0,0.9737056,557,182,773,182,773,417,557,417
112544888.png,11.0,0.9760543,1224,275,1524,275,1524,629,1224,629
133803502.png,26.0,0.96196896,763,43,1019,43,1019,321,763,321
092405605.png,20.0,0.9150225,827,538,1110,538,1110,807,827,807
092405605.png,6.0,0.84216934,827,538,1111,538,1111,807,827,807
092405605.png,12.0,0.76683,827,539,1110,539,1110,808,827,808
112322855.png,17.0,0.95238173,1076,42,1340,42,1340,319,1076,319
112940018.png,21.0,0.980492,411,285,689,285,689,600,411,600
111857387.png,6.0,0.97928303,1047,90,1311,90,1311,322,1047,322
